ref:FR:prix-carburants,brand,name,operator,branch
27000007,Intermarché,Intermarché Super,Groupement des Mousquetaires,
76720003;76720004,Carrefour Contact,Carrefour Contact,,
33210008,Netto,,,
33210001,TotalEnergies,Station Total Du Sauternais,Total,
33370014,Total Access,Total Access Tresses,,
76240001,Super U,La Station U,Les Coopérateurs de Normandie Picardie,
72130006,Total,,,
41370001,,Garage Hurault,,
45190001,Total,Total,,
33130002,Carrefour,Carrefour,Carrefour,
61000008,,Bayi Carburants,,
27210008,Carrefour,Carrefour,,
14130008,Total,Total,,
61120003,Carrefour,Carrefour,,
44340005,Total Access,Total Access,Total,
7000003,,Station Service,Agip,
7000002,Intermarché,Intermarché,Groupement des Mousquetaires,
5400003,Elan,Relais la gazoline,,
38610001,Total,Total,,
78600004,Total Access,Total Access,,
76340005,Système U,Système U,,
80140005,BP,,,
76340001,Elan,Elan,Total,
76340003,Intermarché,Intermarché,Groupement des Mousquetaires,
76270003,Système U,Station U,,
80140006,BP,,,
84000001,Carrefour,Carrefour,Casino,
74302001,TotalEnergies,Station Total,Total,
26260002,Netto,Netto,Netto,
84000018,TotalEnergies,Total Semard,Total,
44800007,Total,Total,Total,
44700005,Esso Express,Esso Express,Esso,
76870001,,,Esso,
62164001,,Garage Dupuis Deberdt,,
62126001,Carrefour,Carrefour,Carrefour,
62250010,Total Access,Aire de l'Épître,Total,
41500001,Station U,,Super U,
41220001,Super U,La station U (station-service),,
33750004,Carrefour,Carrefour Contact,,
33370016,Carrefour,Carrefour Contact,,
47500007,Intermarché,Bricomarché,,
47140002,Intermarché,Intermarché,,
47500008,Aire C,,,
12450002,Total,Total,Total,
12450001,Carrefour,La Station Carrefour,Carrefour,
31620007,FAL Distri,Croq'Vert,FAL Distri,
31620014,E.Leclerc,Station Service E.Leclerc,BP,
82370005,,Ma station (Ex-Netto),,
31620006,Intermarché,Intermarché Castelnau,Groupement des Mousquetaires,
31620005,Intermarché,Intermarché,Groupement des Mousquetaires,
31620013,E.Leclerc,Station Service E.Leclerc,,
67210004,TotalEnergies,Relais Total De L'ehn,Total,
67560002,Auchan,Auchan,,
67600010,TotalEnergies,Total,,
67600006,Intermarché,Intermarché,,
67680001,Carrefour Contact,Carrefour Contact,,
12230004,Total,Total,Total,
12390001,U,U Express Rignac,Système U,
12000011,Intermarché,Intermarché,Intermarché,
12510001,Super U,La Station U,Super U,
67600001,,Match,,
82200001,Total,Total,Total,
36250006,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
36250007,Elf,Relais les Terres Noires,,
36250003,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
36150001,Carrefour,,Carrefour Market,
18310003,Carrefour,Carrefour Contact,,
36130001,Carrefour,Carrefour,Carrefour,
36130004,TotalEnergies,Total Access,,
36130004,TotalEnergies,Total Access,,
72360001,Spar,,,
72360002,Carrefour,,,
36500004,Intermarché,,,
36500003,,Intermarché PL,,
36500002,Elan,Elan,,
37700001,Carrefour,Carrefour,,
49490001,Intermarché,Intermarché,,
37110003,Intermarché,Intermarché,,
72700007,E.Leclerc,Station Service E.Leclerc,Leclerc,
72000022,Avia,,,
45430003,,,,
37380001,Auchan,,,
45100006,Esso,Esso,Esso,
28700001,,,Auchan,
78660003,Système U,U Express,,
78660004,Total,Total,,
28700005,Avia,Avia,,
28150001,,,Carrefour Market,
28310002,,,Total,
28310010,Shell,Shell,SHELL,
28150002,Intermarché,Intermarché,,
45750002,Station U,Station U,,
45140001,Auchan,Auchan,,
37000015,TotalEnergies,TotalEnergies,,Tours Balzac
37600004,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
37460001,TotalEnergies,Total,,
37270006,Eni,Eni,,
37320001,Auchan,,,
37240001,Auchan,Auchan,,
37320010,Carrefour,Carrefour,,
65140003,Carrefour,Carrefour Contact,,
32230003,Système U,U Express,U Express,
31210006,Total,Total,,
31210005,Total,,,
31440002,Intermarché,Intermarché,,
31210007,Avia,Avia,,
65500003,E. Leclerc,,,
65410001,Total,Total,,
37320008,,G20,,
37250006,Auchan,,Auchan,
37800004,Total,Total,,
86220001,Carrefour,Carrefour Market,,
86100010,Intermarché,Intermarché,,
47310007,Système U,Système U,,
45560001,Carrefour,Station Service Carrefour Market,Carrefour,
86140002,Auchan,Auchan,Auchan,
86110004,Auchan,,,
28310011,Système U,Station U,,
37110002,Carrefour,Carrefour,,
37110004,Total,Total Access,,
37400002,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
40170004,Carrefour,Carrefour,Carrefour,
91300020,Total Access,TotalEnergies,Total,
37380003,Esso,Esso,BP,
37380004,Total,Total,Total,
37210005,Auchan,Auchan,,
74100013,Carrefour,Carrefour Market,,
74100010,Total,Total La Chamarette,,
37150002,Carrefour Market,Carrefour Market,,
37400006,,,Total,
37150004,Total,Garage du Chateau de Chenonceaux,,
72150002,Intermarché,,,
72500005,TotalEnergies,Total,,
37700010,Total Access,Relais Du Rochin,Total,
65200005,Intermarché,Intermarché,Groupement des Mousquetaires,
65200006,TotalEnergies,Total,Total,
41320002,Super U,Utile,,
28190002,Intermarché,Intermarché,,
28120003,Intermarché,Intermarché,,
45190015,E.Leclerc,E.Leclerc,,
45190014,E.Leclerc,E. Leclerc,,
45190017,,,Leclerc,
28120002,Intermarché,,,
28190003,Super U,Super U,Super U,
64300007,Système U,Station U,,
40330001,Intermarché,Intermarché,,
72120004,Elan,Elan,Garage Roquain,
72310001,Super U,Super U,Super U,
72310002,TotalEnergies,Total,,
91170007,BP,BP Viry,,
27400007,Esso,Esso,,
65110003,Carrefour,,Carrefour Montagne,
40000012,TotalEnergies,Total Access,Total,
41200001,Carrefour,Carrefour,Carrefour,
41200010,E. Leclerc,,,
41200006,Système U,Station U,,
72450001,Station U,,Super U,
72190003,Total Access,Relais Total De Courdoux,Total,
72460005,Proxi,,,
72190003,Total Access,Relais Total De Courdoux,Total,
40800002,Carrefour,,,
40800006,E.Leclerc,E. Leclerc,,
18570002,Carrefour,Carrefour,,
18000004,Carrefour Market,Carrefour Market,,
18230004,E.Leclerc,,,
18000016,Esso,Esso,,
18000022,Intermarché,Intermarché,,
18000021,Intermarché,Intermarché,,
36000003,Carrefour Market,Carrefour Market,Carrefour Market,
64120005,,,Groupement des Mousquetaires,
40210004,E. Leclerc,,,
12290003,,,Groupement des Mousquetaires,
12290001,Total Access,Total Access,Garages Cluzel,
78920004,Esso,Esso,Esso,
78630009,TotalEnergies,Relais Total De Morainvilliers,Total,
78580001,,Station-service ACR,,
12100011,Intermarché,Intermarché,Intermarché,
12100002,TotalEnergies,TotalEnergies,,
12100010,,Servifioul,,
45160001,Auchan,Auchan,Auchan,
82600003,Intermarché,Intermarché,,
12100005,Auchan,Auchan,,
82170002,,KAI carburant,,
82170001,Carrefour,Carrefour,,
82370004,Avia,Avia,,
27404001,TotalEnergies,Total,,
72470004,Total Access,Total Access,,
78690003,Total Access,Station Total,Elf,
45480002,Carrefour Contact,Carrefour Contact,,
45300009,Avia,Avia,,
45170001,Super U,Super U,Système U,
45170007,Total,Total,,
92240001,Avia,Avia,Avia,
75015026,Total Access,Relais Total Du Pont Aval,Total,
45240002,Auchan,Auchan,Auchan,
64390002,E.Leclerc,E. Leclerc,,
40270005,Total,Total,,
45370002,Carrefour,Carrefour Contact,,
41600004,Esso,Station Esso,Esso,
41600007,Eni,Eni,,
65120002,Independent,station service crepel,Yves Crepel,
65120001,Carrefour Market,Carrefour Market,,
65220002,Intermarché,Intermarché,,
31350002,Intermarché,Intermarché,,
65330001,Dyneff,Dyneff,,
65230002,Intermarché,,,
65000001,Carrefour Market,Carrefour Market,,
74100011,TotalEnergies,TotalEnergies Les Voirons,,
63610001,Auchan,Auchan Supermarché,Auchan,
29660002,U Express,U Express,Coopérative U,
44150003,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
31600006,Intermarché,Intermarché,,
22220003,Intermarché,Intermarché,,
49800006,Système U,Station U,,
72800003,TotalEnergies,TotalEnergies,,
93800005,E.Leclerc,Station Service E.Leclerc,,
83140008,Total Access,Total Access - Relais Total de Bonnegrâce,Total Access,
69300001,Auchan,,,
29420001,Système U,Station U,,
85800003,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
85306001,Super U,Super U,Hyper U,
85000010,,,,
85000012,Total Access,Total Access,Total,
85000001,,,,
49600004,Intermarché,Intermarché,Groupement des Mousquetaires,
20118001,TotalEnergies,Total Sagone,Total,
34160003,Carrefour Contact,Carrefour Contact,,
36270001,Système U,Station U,,
86100015,Intermarché,Intermarché,Groupement des Mousquetaires,
86180001,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
86000013,Super U,Super U,Système U,
86600001,Intermarché,Intermarché,,
25700004,Intermarché,Intermarché,,
70270002,Intermarché,Intermarché,,
21800013,Intermarché,Intermarché,,
21110006,Intermarché,Intermarché,,
38210004,Intermarché,,,
50110006,Carrefour Contact,Carrefour Contact,Carrefour,
85400005,E. Leclerc,Station Service E. Leclerc,,
85210007,,,,
49300016,TotalEnergies,Total Access,,
49306001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
49360003,U,Station Super U,Super U,
79700001,Super U,Super U,Super U,
85530002,Total,Total Contact,,
85000009,Intermarché,Intermarché,,
85000001,Station U,Station U,,
85190003,Avia,Avia,,
85620001,Intermarché,Intermarché,Groupement des Mousquetaires,
85170001,Super U,Super U,,
49122001,Intermarché,Intermarché,,
69700001,Carrefour,Carrefour,,
49120004,E. Leclerc,,E. Leclerc,
46000006,Intermarché,,Groupement des Mousquetaires,
92220009,Esso,Esso,,
43240001,Carrefour Market,Carrefour Market,,
26200003,Esso,Esso,,
3120004,TotalEnergies,,,
44190008,E.Leclerc,E. Leclerc,E. Leclerc,
28500010,,Relais de la Tuilerie,,
31240004,Intermarché,Intermarché,Groupement des Mousquetaires,
89000008,E. Leclerc,,E. Leclerc,
20228005,Vito,Vito,Vito,
20600015,Vito,Vito,Vito,
20213007,TotalEnergies,Total,Total,
95740005,Total Access,,Total,
85300002,E.Leclerc,E.Leclerc Station Service,,
31210009,Carrefour Market,Carrefour Market,,
31210001,Super U,Super U,,
82600001,U,Station-service Super U,Super U,
67260011,Carrefour,Carrefour,,
18500008,Carrefour,,,
51600004,Carrefour Market,Carrefour Market,,
9100004,E.Leclerc,E. Leclerc,E. Leclerc,
37290002,TotalEnergies,Total,,
53120004,TotalEnergies,Total,Total,
50550003,Netto,Netto,,
50670001,,Station-service municipale,,
22440004,Avia,Station des Châtelets,Avia,
35000025,TotalEnergies,Total,,
86400003,Intermarché,Intermarché,Groupement des Mousquetaires,
44340011,Avia,Avia,,
95220003,Esso Express,Esso Express,,
76260003,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
79160002,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
54710001,Intermarché,Intermarché,,
33560002,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
33410003,Intermarché,,,
33410003,Intermarché,Intermarché,Intermarché,
33220006,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
79330001,Intermarché,Intermarché,,
79100003,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
20290003,TotalEnergies,Euromaster Marcelli Pneu Bastia Borgo,Total,
76440003,Système U,Système U,,
31600011,Avia,Avia,,
50260001,Super U,La Station,,
18000019,Total Access,Total Access,,
25000028,Intermarché,Intermarché,,
3300003,Coopérative U,La Station U,Coopérative U,
17430007,TotalEnergies,Total Access,,
17300003,E. Leclerc,Station Service E. Leclerc,,
56340001,Super U,Super U,,
82000006,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
26200007,Intermarché,Intermarché,Intermarché,
85340004,TotalEnergies,Total,,
85170010,Carrefour Contact,Carrefour Contact,,
17400008,E.Leclerc,E.Leclerc,E. Leclerc,
16380001,Avia,Avia,,
81100007,Intermarché,Intermarché,,
59167003,Carrefour Contact,Carrefour Contact,,
95150001,Auchan,Auchan Carburant,Auchan,
44140004,Intermarché,Intermarché,Groupement des Mousquetaires,
32460001,Spar,Spar,Baquerisse SARL,
18100010,Esso,Esso Express,Esso,
67441001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
38120002,Total,,,
16360001,,,,
16360001,,,,
16360001,,,,
26790003,Système U,Système U,,
49450003,,,Groupement des Mousquetaires,
87280003,E.Leclerc,,E. Leclerc,
87000003,Système U,U Express,,
87350003,Intermarché,,Groupement des Mousquetaires,
87000030,Intermarché,Intermarché,Intermarché,
87000028,E.Leclerc,E. Leclerc,,
87000006,Intermarché,Intermarché,,
87150002,Intermarché,Intermarché,Groupement des Mousquetaires,
16270003,Intermarché,Intermarché Super,Groupement des Mousquetaires,
86000023,Avia,Avia,,
86036001,E.Leclerc,Station Service E.Leclerc,,
86000014,Auchan,Auchan,,
46320002,TotalEnergies,TotalEnergies,,
33950003,Carrefour,Carrefour,Carrefour,
33220009,TotalEnergies,Total,,
40600005,TotalEnergies,TotalEnergies,,
40660005,Carrefour Market,Carrefour Market,,
64000017,Avia,Avia,Ducs 64,
84140007,TotalEnergies,Total Access,,
31800003,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
64110003,Total,Total,SARL Cazalis Nouvelle,
59310009,Carrefour,Carrefour,,
47240001,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
17160001,,,,
16130002,,Ets Denis,,
17160002,Système U,Station U,,
17160001,Intermarché Super,,,
79200003,,STATION GNV,,
79200003,,,,
17470001,Intermarché,Station-Service,Intermarché,
17102001,U,C. C. Hyper U,,
17780001,Intermarché,Intermarché,Groupement des Mousquetaires,
17620002,Système U,Station U,,
17300004,Intermarché,Intermarché,,
17230004,,,,
17690001,Carrefour,Carrefour,,
17440001,TotalEnergies,TotalEnergies,,
85100004,Système U,Système U,,
85100002,TotalEnergies,Total Contact,,
85150001,U,U Energy,,
85150001,Super U,Super U,,
85250001,Système U,Station U,,
79300005,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
36600002,Intermarché,Intermarché,,
61000005,Esso Express,Esso Express,,
42300001,Carrefour Market,Carrefour Market,,
79500004,TotalEnergies,Total,Total,
16100004,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
85202001,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
65370003,Carrefour Contact,Carrefour Contact,,
63800002,Auchan,Auchan supermarché station,Auchan supermarché,
35200007,Total Access,Total Access,Guivois,
38120001,Carrefour,,Carrefour,
77230006,TotalEnergies,TotalEnergies,Total Access,
33370007,Système U,Station U,,
17210004,,KM488,,
16210001,Intermarché,Intermarché,,
33420003,U,Système U,,
77140006,Intermarché,Intermarché Hyper,Groupement des Mousquetaires,
33350002,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
33500001,Carrefour,Carrefour,Carrefour,
17130004,Intermarché,,,
33820001,Intermarché,Intermarché,,
33440002,E.Leclerc,E. Leclerc,,
33240007,,Station Service Intermarché,,
33670001,Carrefour,Carrefour,,
33850001,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
14200010,Système U,Hyper U,,
14130010,Avia,Avia,,
14130010,Avia,Avia,,
12850007,TotalEnergies,Total Onet le Chateau,SAS FABRE ET RUDELLE,
10200006,Carrefour,Carrefour,,
33127004,Intermarché,Intermarché,,
33167001,E.Leclerc,Station Service E. Leclerc,,
33160003,Intermarché,,Intermarché,
33080001,Auchan,Auchan,,
33000021,TotalEnergies,Total,Total,
33130006,Esso Express,Esso Express,,
33000010,Intermarché,Intermarché,,
33000016,Esso Express,Esso Express,Esso,
33290009,Total Access,Total Access,,
33000023,TotalEnergies,Relais de Touratte,Total Energies,
33550002,Intermarché,Intermarché,,
33130004,Auchan,Auchan,,
33360003,Total,Total,,
33270001,Auchan,C. C. Auchan,Auchan,
33323001,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
33560002,AS24,,AS24,
33710002,,,Carrefour,
33700021,TotalEnergies,Total Access,,
33700010,Auchan,Auchan,Auchan,
33390003,E.Leclerc,Station Service E.Leclerc,,
33170008,TotalEnergies,Total Access,,
33600013,Auchan,Auchan,Auchan,
33700001,Carrefour,Carrefour,,
33600011,Total Access,,,
33260005,Intermarché,Intermarché,Groupement des Mousquetaires,
33138001,Intermarché,Intermarché,Intermarché,
33380002,Intermarché,Intermarché,,
33740001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
33120007,Total,Total,,
33680004,Avia,Avia,,
33510003,Intermarché,Intermarché,Groupement des Mousquetaires,
72300006,Super U,Station Service Super U,Super U,
85270001,Système U,La Station U,,
84301001,Auchan,Auchan,,
10160002,TotalEnergies,ETS ETCHETO,,
85000001,,,,
85000001,,,,
85210007,Avia,Avia,,
85280002,E.Leclerc,Station Service E.Leclerc,,
85110006,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
85000010,Esso,Esso,,
85000001,,,,
85320002,Intermarché,,,
17310004,E.Leclerc,Station Service E.Leclerc,,
17000005,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
17630001,Intermarché,Intermarché,,
17285001,Super U,Hyper U,,
17285001,Super U,Super U,Hyper U,
17250003,Intermarché,Intermarché,,
17800004,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
17200006,Intermarché,Intermarché Contact,,
17201001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
17100007,Intermarché,Intermarché,,
17150001,Super U,Super U,,
17470001,Intermarché,Guichet de paiement Station-Service,,
79370001,Intermarché,Intermarché,Groupement des Mousquetaires,
17350006,Eni,Eni,,
17400002,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
17400003,Intermarché,Intermarché Saint-Jean-d'Angély,Groupement des Mousquetaires,
79120002,Intermarché,Intermarché,,
79460001,Super U,Super U,Super U Magné,
85490001,Intermarché,Intermarché,Groupement des Mousquetaires,
79025002,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
79180002,Total Access,Total Access,Total,
79004001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
79400003,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
79400004,Intermarché,Intermarché,Groupement des Mousquetaires,
17320002,E. Leclerc,,,
17350001,Shell,Shell,,
17290003,Intermarché,Intermarché,,
17200003,Total,Total,,Royan
17170003,Carrefour Market,Station Carrefour,,
24310003,Carrefour Market,Carrefour Market,Brantôme DB SAS,
17600001,Super U,Super U,,
17138007,Total Access,Total Access,Total,
79130001,Système U,Station U,,
17570001,TotalEnergies,Total,Total,La Palmyre
79200003,E.Leclerc,E.Leclerc Station,E. Leclerc,
79200001,La Station U,,,
1150002,Total,Total,Actiserve,
4160008,Avia,Avia,,
82100006,Intermarché,Intermarché,,
31620009,Intermarché,,Intermarché,
50460001,E.Leclerc,Station Service E. Leclerc,,
77220005,Carrefour,Carrefour,,
26130002,Intermarché,Intermarché,Groupement des Mousquetaires,
84500001,TotalEnergies,TotalEnergies,,
84500006,TotalEnergies,Total Bollène,,
95150005,Esso,Esso,,
67540003,Shell,Shell,Shell,
21140002,TotalEnergies,Total Contact,,
56230003,Intermarché,Intermarché Super,Groupement des Mousquetaires,
77310006,BP,ESSO,,
64410001,Carrefour Market,Carrefour Contact -Station Arzacq Arraziguet,,
33121002,Carrefour,Carrefour Contact,,
20200008,Esso,Eni,Eni,
85403001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
24160001,Super U,Super U,Super U,
17770002,Carrefour,Carrefour City,,
38360006,Total,,Total,
36350002,Total,Relais Total Des Mille Étangs,Total,
32400006,Carrefour,Carrefour,,
31650003,TotalEnergies,Total,Total,
71960001,Système U,Station U,,
91180007,Total Access,Relais Grande Folie,,
39570009,Carrefour,Carrefour,Carrefour,
17740001,Total,Total,,
79100001,Système U,Station U,,
13550001,Total,Total,,
73270001,Intermarché,Intermarché,,
35000023,Total Access,Relais Malifeu,,
83600027,Auchan,Auchan Station-Service,Auchan,
72300007,E.Leclerc,E. Leclerc,,
63360001,Carrefour,,Groupe Carrefour,
81660001,E. Leclerc,,E. Leclerc,
53600002,TotalEnergies,Total,,
29860002,Super U,Super U,,
85160006,Intermarché,Intermarché,Groupement des Mousquetaires,
35000019,Total,,Total,
35743001,Cora,Cora,Cora,
54600002,,Relais Monoprix,Monoprix,
74300001,Carrefour,Station Service Carrefour,,
33290003,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
82220001,Intermarché,Intermarché,,
85430001,Station U,Station U,,
22550001,Station U,Station U,,
62128011,Carrefour,Carrefour,Carrefour,
44150007,Esso Express,Esso Express,,
81100005,U,Station U,Super U,
33240005,Esso,Esso,,
33660003,Système U,Station Super U,,
16100001,Auchan,C. C. Auchan,Auchan,
16100008,Total Access,Relais Corderie Cognac,Total,
79000014,E.Leclerc,Station Service E. Leclerc,,
17530001,Super U,Super U,,
85150003,Avia,Station Service Avia Brétéché,Brétéché Ouest,
78000005,Esso Express,Esso Express,Esso Express,
13200014,TotalEnergies,TotalEnergies Cantarelles,,
33127006,Intermarché,Intermarché,Intermarché,
33000022,Total,Trinquet,,
33460003,Total Access,,,
83200002,Eni,Eni,,
61260002,,,Communal,
84260001,Intermarché,Intermarché,Groupement des Mousquetaires,
78000019,TotalEnergies,TotalEnergies,TotalEnergies,
77260005,Intermarché,Intermarché,,
79200003,,,,
79410001,Système U,Station U,,
73330002,Intermarché,Station-service Intermarché,Groupement des Mousquetaires,
51100055,Esso,ESSO Reims Murigny,JLN Distribution,
33120003,Avia,Avia,,
33380004,E. Leclerc,Station Service E. Leclerc,,
18300007,DATS 24,DATS 24,,
41000023,Avia,Avia,,
36500005,Carrefour,Carrefour Market,,
36290002,Total,Total Contact,,
18390005,Elan,Elan,,
88560004,Avia XPress,,,
54380010,Intermarché,Intermarché,,
68200026,Auchan,Auchan,Auchan,
8700004,Carrefour,Carrefour,,
37330001,Super U;Station U,Super U,Super U,
26290009,Total Petrol Access,,,
74500011,Carrefour,Carrefour Market,,
74270005,Avia,Station AKO Avia,,
42410006,Carrefour,Carrefour 24/24,Carrefour,
43300004,Intermarché,,,
74500012,Carrefour,Station Service Carrefour,Carrefour,
73500007,Casino,,Casino,
26140002,Esso,Station Esso,Esso,
3120006,Carrefour Market,Carrefour Market,,
25450001,Avia,,,
39570010,TotalEnergies,TotalEnergies,Total,
70100008,Intermarché,Les Mousquetaires,,
78120013,TotalEnergies,Total,,
13700013,,CB 24/24,,
13600026,Total Access,Relais de Figuerolles,,
13340006,Avia,Avia,Avia,
13920010,,Station,,
13400018,Avia,Avia,,
13770004,BP,BP Les Cabassols,,
34220001,Super U,Super U 24/24,,
71360002,DATS 24,Dats 24,,
71880002,Carrefour,Carrefour,Carrefour,
17139001,Super U,,,
17600003,Intermarché,Intermarché,Groupement des Mousquetaires,
57380004,Aldi,,,
57980003,DATS 24,DATS 24,Codifrance,
55100001,Carrefour,Station-service Carrefour,,
42400006,TotalEnergies,TotalEnergies,,
54200014,BP,BP,,
53200003,TotalEnergies,Total,,
51100051,Super U,Super U,Super U,
59260007,Total Access,Total Access,,
76230001,Carrefour,Carrefour Market,Carrefour,
76230002,Carrefour,Carrefour,Carrefour,
85340003,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
17138010,Carrefour Contact,Carrefour Contact,,
17140001,E.Leclerc,station-service Leclerc,,
17350005,Système U,Station U,,
17700003,E.Leclerc,Station Service E.Leclerc,,
33340003,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
59780001,Carrefour,Carrefour,,
33110007,,Relais des Orangers,,
91220001,Auchan,C. C. Auchan,Auchan,
56270006,Intermarché,Intermarché,Intermarché,
44210003,Super U,Super U,Super U,
68110010,Eni,Eni,Eni,
22360001,Carrefour,Carrefour,Carrefour,
47180002,Station U,Station U,,
22190001,E.Leclerc,E. Leclerc,,
23300012,TotalEnergies,TotalEnergies,,
72400018,Eni,Eni,,
61130004,TotalEnergies,TotalEnergies,,
47000010,Avia,Avia,Avia,
86500002,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
86300002,Esso,Station Esso Garage J. Menu,Esso,
86530001,,Q8 Oils,,
86100009,E.Leclerc,Station Service E. Leclerc,,
86100001,Auchan,C. C. Auchan,Auchan,
86100003,Système U,Station U,,
86360001,Auchan,Auchan,Auchan,
80136001,E.Leclerc,E. Leclerc,E. Leclerc,
76420001;76420007,Super U,Super U,Super U,
76890001,Intermarché,Intermarché,,
50700004,E.Leclerc,Station Service E. Leclerc,,
59174003,Intermarché,Intermarché,Intermarché,
29600002,E.Leclerc,Station Service E.Leclerc,,
33000024,Total,Relais Ravezies,Total,
33300003,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
33680005,Super U,Super U,Super U,
60440001,Intermarché,Intermarché,,
59494002,Auchan,Auchan,Auchan,
14053001,Carrefour,Carrefour,,
14520003,U,Station Service U - Thury-Harcourt,Super U,
27950001,Total,,,
59242003,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
79250002,Intermarché,Intermarché,,
79300006,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
38300018,Total,TotalEnergies,Total,
38300004,Esso,Esso Express,Esso,
53480002,Carrefour,Carrefour Express,,
19250006,Netto,Netto,,
59128002,Carrefour,Carrefour,Carrefour,
6200028,Total Access,,,Total Access - Relais des Pergolas
77260004,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
77100025,Auchan,Auchan,,
49300007,Carrefour,Carrefour,,
44680001,,La station U,,
83480005,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
83520002,Intermarché,Intermarché,Groupement des Mousquetaires,
64210006,TotalEnergies,Relais Bidart Ouest,,
83460004,Système U,Système U,,
83550004,Intermarché,Intermarché,,
89000004,Total,Station-service Total,Total,
56000008,Total Contact,Total,,
28300009,Shell,Shell,Shell,
78360002,Carrefour Market,Carrefour Market,Carrefour Market,
74230007,Carrefour,Station-Service de Carrefour,,
92400017,Total,TotalEnergies,,
83170010,Intermarché,,,
59800003,Carrefour,Carrefour,,
88100007,TotalEnergies,Relais du Haut Jacques,,
47390003,Carrefour,Carrefour,,
13300010,TotalEnergies,Total Access,,
33290001,Total Access,Total Access,,
34280005,Total,,Total,
25200005,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
33210003,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
33150003,Esso,Esso,Esso,
3800003,Auchan,Auchan,Auchan,
91700003,Carrefour,Carrefour,,
57700002,Esso Express,Esso Express,,
34450001,Total,Total Contact,,
34450002,Intermarché,Intermarché,Groupement des Mousquetaires,
14320003,Carrefour,Carrefour,,
91300022,BP,Station BP Igny Ouest,BP,
44406001,E.Leclerc,Station Service E. Leclerc,,
31450004,,Station U,Super U,
72600002,Intermarché,Intermarché,Groupement des Mousquetaires,
50120004,Système U,Système U,,
16000008,Total Access,Access - TotalEnergies,,
72500001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
27000003,Système U,Système U,,
16160001,Avia,Avia,Picoty S.A.,
4000004,E.Leclerc,Station Service Intermarché,Groupement des Mousquetaires,
33310006,Avia,Avia Lormont,Avia,
85560004,Intermarché,Intermarché,,
14000003,TotalEnergies,Station Total,Total,
57140003,Esso,Esso aire de Saint-Rémy,,
57140005,Esso,Esso aire de la Maxe,Esso,
14123004,E.Leclerc,E. Leclerc,,
16400001,Auchan,Auchan,Auchan,
42440010,Eni,Eni,,
7260001,Carrefour Market,Carrefour,Carrefour,
63122001,Esso,Esso,,
38160002,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
92300004,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
16100005,Avia,Avia,,
13751002,Intermarché,Intermarché Hyper,,
88300008,Total Access,Relais des Capucines,,
44412001,E.Leclerc,E. Leclerc - Océane,E. Leclerc,
91942001,Carrefour,Station Carrefour,Carrefour,
69003013,Avia,Avia,Avia,
74100014,Intermarché,Intermarché Hyper,,
68130001,TotalEnergies,Total,,
13320012,TotalEnergies,TotalEnergies,Total,
