ref:FR:prix-carburants,brand,name,operator,branch
53320002,Système U,Station U,,
53230001,Total,Total,,
53410003,TotalEnergies,Total Contact,,
35370002,Intermarché,Intermarché,,
77150002,Carrefour,Carrefour,,
51130001,Carrefour,Carrefour Market,,
51130002,E.Leclerc,E. Leclerc,,
10230002,Total,Total,,
10230001,,Maximarché,,
51230004,Shell,Shell,,
51260005,Carrefour,Carrefour,,
51120004,Total Access,Total Access,,
10100002,Total,Total,,
10100003,Esso Express,Esso Express,,
10100001,Carrefour,Carrefour,,
10100001,Carrefour,Carrefour,,
35740001,Elan,Elan,,
72400017,Eni,Eni,Eni,
72440002,Total Contact,Total Bouloire,,
72160002,,,Carrefour,
72400005,Avia,,Shell,
72650004,Système U,Système U,,
72170004,Total,Total,,
77550004,Total,,,
77550005,Total,Total,,
10170001,Intermarché,Intermarché Contact,Groupement des Mousquetaires,
10700002,Carrefour Market,Carrefour Market,,
10700001,Total,Total,,
10600005,Esso,Esso,,
51310001,Intermarché,Intermarché,,
10400002,Carrefour Market,Carrefour Market,,
22980002,Intermarché,,,
22100004,Intermarché,Intermarché,,
35220002,Système U,Station U,,
35500001,Système U,Station U,,
35530002,Avia,Avia,,
35760002,E.Leclerc,Station Service E. Leclerc,,
35760007,Super U,La Station U,,
56350003,Avia,Avia,Brétéché,
56350004,Intermarché,Intermarché,,
35230001,Super U,Super U,Super U,
49330001,Système U,Station U Châteauneuf-sur-Sarthe,,
89300003,TotalEnergies,Total,,
35760004,TotalEnergies,Total,,
35520002,TotalEnergies,Total,Total,
93360002,Elan,Elan,,
77780003,Total Access,,,
89400001,Atac,Atac,,
89210002,TotalEnergies,Total Automat,,
89400002,Esso Express,Esso Express,,
94440001,Intermarché,Intermarché,,
75001003,OIL!,Oil France,,
89250001,Avia,Avia,Avia,
94450004,Total Access,Total Access,,
94370003,Esso Express,Esso Express,,
77450007,Esso,Esso Esbly,,
94120005,Avia,,,
93130011,BP,BP,BP,
18700003,Intermarché,Intermarché,,
53370001,Total,Total,Eurl Olivier,
72130009,Carrefour,Carrefour,,
61000012,Carrefour,Carrefour,,
53970001,,,U Express,
71400011,E.Leclerc,E. Leclerc,,
89800001,Intermarché,Intermarché,,
10000005,Esso Express,Esso Express,,
89100014,Total,,,
89500002,Intermarché,,Intermarché,
49220003,Total,Total,,
80200003,Total,,,
80200007,Intermarché,Intermarché,,
80200011,E.Leclerc Carburant,,,
80190002,Auchan,,,
2340002,Gulf,,,
2340001,Carrefour,Carrefour,,
77160002,E.Leclerc,E.Leclerc Station Service,,
8360003,Carrefour,Carrefour,,
8190001,Total,Total,Total,
62860002,Super U,La Station U,,
62490002,Système U,Station U,,
62320001,Carrefour,Carrefour,,
62490003,Total Access,Total Access,,
62156002,Carrefour,Carrefour Contact,,
2100012,Carrefour,Carrefour Saint-Quentin,,
2100013,Intermarché,Intermarché,Groupement des Mousquetaires,
60640001,Total,Total,Renault,
49500001,Super U,Super U,Super U,
49220004,TotalEnergies,Total,,
44110004,Intermarché,Intermarché Super,,
22270001,Carrefour Express,Carrefour Express,,
2300001,Auchan,Auchan,Auchan,
2300002,Carrefour,Station Carburant Carrefour,,
59142001,,,Groupement des Mousquetaires,
2880001,,Station Marché Sa Auto Pieces,Groupement des Mousquetaires,
2200013,Total,,,
2200016,Carrefour,Carrefour,,
59174002,TotalEnergies,TotalEnergies,Total,
59300006,Auchan,C. C. Auchan,Auchan,
60500002,Esso,Esso,,
60500011,TotalEnergies,Total Access,,
45340005,Agip,,,
91490005,Total Access,Total Access,,
58410001,,Station du Nohain,Commune de Entrains-sur-Nohain,
58220001,Intermarché,Intermarché,,
89520003,Avia,Avia,Avia,
77515001,Intermarché,,,
77120007,Total Access,Total Access,,
77120004,Carrefour,Carrefour Market,,
59580001,TotalEnergies,TotalEnergies,,
59161001,Auchan,Station-Service Auchan,Auchan,
2200015,Total,Total,,
2200010,Intermarché,Intermarché,,
2470001,E. Leclerc,,,
2200008,Esso Express,Esso Express,,
59300011,Auchan,Auchan,,
59300015,Total Access,Total Access,,
59300005,Esso Express,Esso Express,,
77860002,,Station de Quincy,,
77580001,Esso,,,
77580002,Intermarché,Intermarché,Groupement des Mousquetaires,
77860001,Super U,Super U,,
77910001,Total,Total,,
77124002,Auchan,Auchan,,
80500004,Total,Total,,
60300005,Intermarché,Intermarché,Groupement des Mousquetaires,
77280001,,,Groupement des Mousquetaires,
77230001,Total,Station Total,Total,
2100011,TotalEnergies,Total Énergies,,
2100018,D.M. Combustibles,,,
89400004,E. Leclerc,E. Leclerc,,
77380001,Intermarché,Intermarché,,
94100011,BP,BP,,
77760002,Total Contact,Total contact,,
59554002,Intermarché,Station-service Intermarché,,
59400008,TotalEnergies,Total,,Selles
77144002,Total,Total,,
59282001,Intermarché,Intermarché,,
59156002,Intermarché,Intermarché,,
59721001,Carrefour,Carrefour,,
59111001,Carrefour,Carrefour,,
77440002,Carrefour,Carrefour Market,,
58000014,Avia,Avia,Avia,
58640004,Total Access,Relais Total De Varennes,Total,
58600002,Intermarché,Intermarché Super,Groupement des Mousquetaires,
58600004,Esso Express,Esso Express,,
59141002,Carrefour Contact,Carrefour Contact,,
59198002,Total,TotalEnergies Contact,,
59129004,Carrefour,Carrefour,,
51100015,Esso Express,Esso Express,,
10430003,E.Leclerc,E. Leclerc,,
59265001,Carrefour,Carrefour,,
59151002,Carrefour,Carrefour,,
62147001,Avia,Station Avia,Avia,
62147005,Dyneff,Dyneff,,
59231002,Intermarché,Intermarché,,
61320002,Elan,Station Service Elan,,
53700001,Station U,Super U,Super U,
77370001,Carrefour Market,Carrefour Market,,
77370005,Total,Total,,
58000007,Intermarché,Intermarché,Groupement des Mousquetaires,
35342001,Super U,Super U,,
22100010,E. Leclerc,,,
59400005,Carrefour,Station-service Carrefour,,
59400007,TotalEnergies,Total,Total,Saint-Druon
59400006,Carrefour,Station Carrefour,Carrefour,
45630001,Total,,,
45420002,U,Station-service Super U,Super U,
45420001,Atac,,,
18300006,Avia,Avia,,
94012001,Carrefour,Carrefour,,
77680001,Esso Express,Esso Express,,
10300002,Esso,Station Esso,,
89420007,Esso,Esso,Ets Guillemeau,
89200008,Avia,Avia Xpress Vauban,Avia,
89420008,Avia,Avia,,
45700002,Intermarché,Intermarché,Groupement des Mousquetaires,
45200008,Total,,,
45290003,BP,Station BP,BP,
45290001,bi1,Bi1,,
45200001,Carrefour,Carrefour,Carrefour,
45320001,Avia,Avia,,
89132001,Avia,Avia,Avia,
18240002,Avia,,,
18240001,Système U,Système U - Utile - Belleville Sur Loire,,
77346001,Carrefour,Carrefour,,
77170005,Carrefour Market,Carrefour Market,Carrefour,
89100002,Carrefour,Carrefour,,
89150002,Esso,Station Esso,Esso,
51100029,Carrefour Market,Carrefour Market,,
58400001,Auchan,Station Auchan,Auchan,
89290007,TotalEnergies,Relais Total de Venoy,Total,
89920001,Esso,Esso,Esso,
58190001,Système U,Station U,,
58330001,,Maxi Marché,,
58420002,,Station CC Val de Beuvron,,
45120008,Carrefour,Carrefour,Carrefour,
45120005,Avia,Avia,,
35490001,Total,Total Energies,,
89290002,Atac,Atac,,
58170001,bi1,bi1,,
58340001,,,,
18600001,bi1,bi1,,
92000020,Total Access,Total Access,,
92500013,TotalEnergies,TotalEnergies,,
89220001,Atac,Atac,,
45230002,Système U,Station U,,
89520002,Total,Total,,
89520001,Super U,Super U,,
89170001,Avia,Avis Express,,
59400003,Esso Express,Esso Express,,
59400004,Esso Express,Esso Express,,
75020010,Total,Total,,
89440001,Avia,Avia,,
77141003,AviaXpress,,,
77120006,Total Access,Total Access,,
77320003,Super U,Super U,Super U,
77510001,Carrefour,Carrefour Market,,
45210005,Carrefour Market,Carrefour Market,Carrefour Market,
45210004,Total,,,
58200003,Avia,Avia,,
58200009,Total,,,
58150003,Total,Station Total,Total,
58200002,Carrefour,Carrefour,,
58200008,Station essence Indépendant,LCR,,
58200010,,,LC Reprog,
77140010,Shell,Shell,,
77460005,,Auchan,,
77460001,Total,Total,,
59610001,Auchan,Auchan,,
59610002,Carrefour,Carrefour,,
59610004,Total Access,Total Access,Total,
2500001,Auchan,C. C. Auchan,Auchan,
2500004,Total,Total Excellium,Total,
77330002,Total,Relais Ozoir la Ferrière,Avia,
75020008,Total,Total,Total,
58160001,,Atac,,
58000011,,Station du Petit Canal,Total,
58000013,,,Intermarché,
58160003,Intermarché,Intermarché,,
58000012,E.Leclerc,Station Service E. Leclerc,,
58160002,TotalEnergies,Total Contact,,
77340005,TotalEnergies,Station Total,Total,
94420005,Esso,Esso,,
94420001,Total,Total,,
10270010,Carrefour,,,
10800006,Carrefour,Carrefour,,
10270009,E.Leclerc,E. Leclerc,,
10260001,Total,,,
10270006,Total Access,Relais Troyes Fresnoy,Total,
10270007,Total,Total,,
75008010,Total,Total,,
77190006,Total Access,Total Access,,
75008006,Avia,Avia,SARL Gala,
77400015,Esso,Esso,,
77400007,Intermarché,Intermarché,Groupement des Mousquetaires,
75016026,Eni,ENI,,
61700002,Intermarché,Station Service Intermarché,,
61700004,Total,Total Contact Domfront,,
75010003,Esso Express,Esso Express,,
72290003,Carrefour,,,
72000001,Carrefour,Carrefour,,
53000008,Intermarché,Intermarché,Groupement des Mousquetaires,
53000009,Total Access,Pont de Paris,,
53000006,Carrefour,Carrefour,Carrefour Market,
35640001,Intermarché,Intermarché,Intermarché,
35720001,Total,Total,,
30980002,Netto,Netto,Netto,
93230005,Total,Relais des Fontaines,Total,
50220002,Carrefour,,,
50300001,Carrefour,Carrefour,Carrefour,
35450001,TotalEnergies,Total,AD EXPERT,
50440002,Système U,Station U,,
35770006,TotalEnergies,Relais de Vern sur Seiche,,
14450001,Carrefour,Carrefour,,
50690003,Total,Total,,
50260004,TotalEnergies,Total,,
14990002,Intermarché,,,
14470002,Carrefour,Carrefour,,
14470001,TotalEnergies,TotalEnergies,,
14610001,Carrefour,Carrefour,,
50240001,Station U,Super U,,
56910001,Elan,Elan,,
56380004,TotalEnergies,Total,,
22640003,Intermarché,Intermarché Contact,Groupement des Mousquetaires,
22250001,Station U,,Super U,
35290003,Intermarché,,,
22350004,Intermarché,Intermarché,,
50340006,TotalEnergies,Total,,
35300002,Carrefour,Carrefour,,
35300005,Carrefour,Carrefour,,
35133002,,Bolloré Energy,,
44170002,Total,Total Contact,,
35470004,Total,,Relais Total de Pomméniac,
14460002,Super U,Super U,,
14000010,Intermarché,Intermarché,,
50700001,Carrefour,Carrefour,,
50700002,TotalEnergies,Total,Relais Total du Bocage,
76330002,Carrefour,Carrefour,Carrefour,
76210004,Intermarché,,,
72240001,Super U,,Super U,
72540002,Système U,Station U,,
72350001,Total Contact,Total Contact,,
72540003,Carrefour,Carrefour,,
35580004,Total Access,Total Access - Station Colas,EURL Station Colas,
35550006,Elan,,,
35111001,Système U,Station U,,
35540009,Système U,Station U,,
35114002,Total,Total Énergies,,
14130003,Intermarché,Intermarché,Groupement des Mousquetaires,
14100009,Total,,,
50320001,Super U,Super U,Super U,
50530002,Super U,Super U,,
35550004,U,Station U,,
35660004,Total,Total Contact,,
22250002,Intermarché,Intermarché,,
53210001,Station U,U Express,,
53960003,Intermarché,Intermarché,Groupement des Mousquetaires,
53960001,Avia,Avia,,
53960001,Avia,Avia,,
35260002,Super U,Super U,Super U,
72130001,Système U,Station U,,
72140001,Super U,,Super U,
14150001,Esso,Esso,,
53000011,Total Access,Relais Total de La Closerie,,
53002001,Carrefour,Carrefour,Carrefour,
53000005,Total,Total,,
53500003,Total,Total,,
53190001,Intermarché,Intermarché Contact,Groupement des Mousquetaires,
53120001,Système U,Station U,,
53240002,,Station Gambert 24/24,,
53240001,Carrefour,Carrefour,,
53410001,Système U,Station U,,
72220002,Total,Total,Total,
72230002,Carrefour Market,Carrefour Market,,
72220001,Super U,Super U,Super U,
72100004,Total,Station service Total,Total,
72100013,Total Access,Total Access,Relais Total du Bol d'or,
35580003,Intermarché,Intermarché,,
35310004,Carrefour Market,,,
14780003,Carrefour Contact,Carrefour Contact,,
50170008,TotalEnergies,Total Contact,,
35000020,Total Access,Total Access,Total Access,
76700004,Elan,Elan,,
76700001,,Aviva,,
76700006,TotalEnergies,Total,Relais Total de la Porte Océane,
35410001,Station U,Hyper U,,
35200003,Carrefour Market,,EMBC Distribution,
76600025,TotalEnergies,Total,,
53100001,Carrefour,Carrefour,,
53100006,,Garage Martineau,,
53100007,TotalEnergies,Total Access,,
35480003,,,Carva SNC,
35150004,Total Access,Jouzel,TotalEnergies,
35136004,Carrefour Market,Carrefour Market,Carrefour,
35720004,Carrefour,Carrefour Contact,Carrefour,
35540008,Carrefour,Carrefour Contact,,
22100011,Esso,Esso,Esso,
49430001,Station U,Super U,Super U,
72300010,,Station Communale,,
72200001,Carrefour,Carrefour,,
53810001,Carrefour,Carrefour,,
77360001,Carrefour Market,Carrefour Market,,
50170007,Système U,Utile,Système U,
14480001,Carrefour,Carrefour Contact,,
14960001,Carrefour Contact,Carrefour Contact,,
14740001,U Express,,,
22130001,Super U,Station U,Hyper U,
35350004,,Halle de Bonaban,,
50290003,Système U,Station U,,
50350003,Netto,Netto,,
14790002,TotalEnergies,TotalEnergies,,
14680001,Carrefour,U Express,,
50400001,TotalEnergies,Total,Total,
14123009,E.Leclerc,E. Leclerc,,
14123010,Carrefour,Carrefour,,
50200012,TotalEnergies,Total,,
50200014,Carrefour,Carrefour,,
93100015,,TotalEnergies,,
14700005,Elan,Elan,Elan,
14170006,Intermarché,Intermarché,,
14170001,TotalEnergies,TotalEnergies,Total,
14270003,Carrefour,Carrefour,,
35230006,Esso Express,,,
35131002,Carrefour,Carrefour,Carrefour,
14980002,Carrefour,Carrefour,,
50300002,Total,Total,,
50300004,E.Leclerc,Station Service,Carrefour,
72000014,,,Groupement des Mousquetaires,
72000012,Carrefour,Carrefour,,
72300005,Shell,Station Shell,Shell,
53160002,Carrefour,Carrefour,,
53600007,Station U,Station U,,
92800008,Esso,Esso,,
89290001,,Atac,,
89290008,Esso,Station Service Vincellloise,Esso,
61500004,Carrefour,,,
72110002,Intermarché,Intermarché,,
72260001,Système U,Station U,,
51100001,Carrefour,Carrefour,,
45500008,TotalEnergies,TotalEnergies,Total,
45250001,,,Carrefour,
45500006,Intermarché,Intermarché,,
45500007,E.Leclerc,Station Service E.Leclerc,,
10130001,,,Bi1,
89144002,Carrefour,Carrefour,,
93420001,Auchan,Auchan,,
60500008,Carrefour Market,Carrefour Market,Carrefour,
60140002,Total,Total,,
35120001,Carrefour Market,24/24,Carrefour,
51420001,Carrefour,Carrefour,Carrefour,
51110006,Carrefour,Carrefour,,
51110002,Intermarché,Intermarché,,
2370005,Carrefour Contact,Carrefour contact,Carrefour,
2210002,TotalEnergies,Total,,
60350003,Total Access,Total Access,,
2290002,Intermarché,,,
51170003,Intermarché,Intermarché,,
51170002,Total,Total,Total,
51170001,Carrefour Market,Carrefour Market,,
89450002,,Rousseau Carburant,Rousseau Carburant,
89000013,Auchan,Auchan,Auchan,
94000006,Esso,Esso,,
60200006,Esso Express,Esso Express,Esso,
60750003,,,Shopi,
60800005,,Roady,Groupement des Mousquetaires,
60800009,Monoprix,Monoprix,Groupe Casino,
60800003,,,Carrefour,
60800008,E.Leclerc,E. Leclerc Station Service,,
89100001,Carrefour,Carrefour,Carrefour,
21460003,bi1,bi1,,
21500003,TotalEnergies,TotalEnergies,,
51100048,TotalEnergies,TotalEnergies Access,Total,
89330002,Esso,Esso,,
58260002,Intermarché,Intermarché,,
58300003,Agip,Agip,Garage Edelweiss,
58300001,Carrefour Market,Carrefour Market,Carrefour Market,
89110001,,Super U,Super U,
21530004,Carrefour,Carrefour,,
18520001,Intermarché,Intermarché,Intermarché,
18350001,Intermarché,Intermarché,,
18350003,Total,Total,,
77570001,Carrefour,Carrefour Market,,
59460002,Intermarché,Intermarché,,
59460001,Carrefour,Carrefour Market,,
51430007,Total,Total,,
51370005,Total,Total Saint-Brive-Courcelles,,
51140003,E. Leclerc,E. Leclerc,Leclerc,
51390002,Shell,Shell,Shell,
51390001,Shell,Station Shell,Shell,
51140005,Total,Total,Total,
51220001,Intermarché,Intermarché,Groupement des Mousquetaires,
51390003,TotalEnergies,Total,,
10150003,Shell,Shell,Shell,
10410003,E.Leclerc,E. Leclerc,E. Leclerc,
93190007,Netto,Netto,Netto,
60200008,,Station service Intermarché,,
60200011,Total,Total,Total,
60280001,Carrefour,Carrefour,Carrefour,
93150011,E.Leclerc,Station Service E.Leclerc,,
14000019,TotalEnergies,Relais Total Saint-Gilles,Total,
62012001,Auchan,Auchan,,
89130002,Intermarché,,Groupement des Mousquetaires,
89130003,Avia,,,
89130001,bi1,bi1,bi1,
50390001,Système U,Station U,,
50360003,Carrefour,Carrefour Contact,,
50360002,Esso,Esso,,
50310002,Intermarché,Intermarché,Groupement des Mousquetaires,
35240001,Système U,Station U,,
94000012,Esso,Esso,,
94000011,TotalEnergies,Total,Total,
94000009,Total Access,Relais de Montaigut,Total,
51160002,E.Leclerc,E. Leclerc,,
59554008,Carrefour Market,Carrefour Market,Carrefour,
59554005,TotalEnergies,Total Access,TotalEnergies,Raillencourt-Sainte-Olle
72300009,Total Access,Total Access,,
72230005,Esso,,,
53270002,Dyneff,Dyneff,,
56350002,Intermarché,Station-service Intermarché,Intermarché,
53000010,Total Access,Total Access,Total,
62000006,E.Leclerc,Station Essence E. Leclerc,,
62810002,,Total Avesnes,,
59600009,Carrefour,Carrefour,,
89190006,Carrefour Contact,,,
89190008,Shell,Shell,,
89190007,Shell,,,
54800006,TotalEnergies,Total,Total,
54800004,Avia,Avia,,
54800001,,Match,,
8170001,Carrefour,Station service Carrefour Market,Carrefour Market,
8170004,TotalEnergies,Total,Total,
55700006,Intermarché,Intermarché,,
55110003,,Station communale de Dun-sur-Meuse,,
8120001,Intermarché,Intermarché,,
54700006,Intermarché,Intermarché,,
69004015,BP,BP (définitivement fermé),BP,
52220001,Total,Total,Total,
50100003,Intermarché,Intermarché,,
14123001,Auchan,Auchan,,
14500012,Intermarché,Intermarché,,
14500001,Total,Station Total Vire,Total,
14400010,TotalEnergies,TotalEnergies,,
14400004,Esso,Esso Montgomery,,
14400003,TotalEnergies,TotalEnergies,Total,
14404001,E.Leclerc,Station Service E.Leclerc,E.Leclerc,
14400011,Intermarché,Intermarché,,
59550001,Carrefour Market,Carrefour,,
59550002,Total,Total,,
59530001,Esso Express,Esso Express,,
59222001,Carrefour,Carrefour,,
60200012,Total,Total,Total,
60200001,Auchan,Auchan,Auchan,
14540001,Carrefour,,,
14123007,Total,Total,TOTAL,
42100021,TotalEnergies,TotalEnergies,,
69510004,TotalEnergies,TotalEnergies,,
59287002,Carrefour,Carrefour Station,,
55320001,Intermarché,Intermarché Contact,Groupement des Mousquetaires,
51240002,Intermarché,Intermarché Contact,Groupement des Mousquetaires,
52100011,Intermarché,Intermarché,,
52100012,Esso,Esso Champagne,,
52170001,Intermarché,Intermarché Super,Groupement des Mousquetaires,
51300006,Super U,Super U,Super U,
39100003,TotalEnergies,Total,,
39220005,Carrefour,Carrefour,,
